text,label
dum na lee ureung aceh careng careng peu peu ek sigam brewok bangai nyan keu pemimpin peu beu meuceh jih saree ek kajeut keu aceh diktator soe kreuh teuga dukungan buethat akai meu bajeung peu ek laju nyan si brewok aneuk,negative
bereh lanjutkan brbrnyo contoh aneuk muda kreatif hana gadoeh jiplak ata gob,positive
mantap that apache,positive
kasaket lom awak josbusmi,neutral
cm yg salah tgk fadlon bak geu peu mndum ulama nmun seandai jih hana le ulama yg beutoei ka ancoe habeh nanggrou aceh krn mntong na ulama yg beutoei wlau dit tat tinggai ulama sufi,neutral
lon galak keu gata,positive
lge su boi asei nyoe alah hy pkoe,negative
lheuh hie keuh lagei boh leupieng brok akai lom cocok ngeun hie keuh,negative
jino bek jak bahas bak media menye betoi ci mubut ju bek gadoh prak merdeka sabe tiep uroe,neutral
suara apache medok aceh loghat aceh brlike semoga apache berjaya amin ya allah,positive
pene awak apache nya lon awak aceh cit lon hana teupeu mantap apache sang lage artis korea,positive
nyo ka bro enek aceh ka carong bak peugah haba mantapp,neutral
mangateuri awak aceh,neutral
pat irwandi krm bude peu ek berita k tanggong jaweub bek kuseutot keuh,negative
jinoe aceh loksumawe ka na ureung inong ka pip rokok bk restoran kafe tpi hna soe bantah,neutral
polem bek teungut sabee beudoh keudeh gadoh peugah haba bangai polem,negative
kalahelom geulanto abusyik urg gasin diaceh,neutral
ulon that seunang kareuna nyan,positive
ureng aceh nyobak muprang han taloe man nyo diprang ngen peng kataloe,neutral
panglima geutamong laju u lapangan deungon gagah,positive
kajak letma keudeh peu meuprang ikah kaplung ulua nangro abeh rakyat aceh yg kenong aneuk beude,negative
jak laju awak droe,neutral
bereh aju aju,positive
timoh ngon meuluwah deungon jroh,positive
bagaithat awakkah nan jih zakaria,negative
kop ganteng abusyik,neutral
bang zal brras taufik emang dumpeu ilop,positive
abeh pilkada bubar toi kursi jawa patah,neutral
lampukaimaa sigam asee nyan buy asee ijiih,negative
meah tgk jikarakyat katroe beklee muratmarid ekomi rakyat lancar bandum bs ta ato tp jikarakyat haruhara mandum hanhase tgk,positive
asai karab pemilu sit ka meuprang,neutral
nyan aneuk bajeung peugah haba jak peusalah wali,negative
hayeuuu,positive
brehhh ek tadigoe,positive
katrok wate,neutral
meudawa ju sabe keudroe pue hansep,neutral
nyan kon cut bul cut bui,negative
awak pajoh boh mirah,negative
yg bek mupake ngon tenaga mantong utk kedepan ya,neutral
hahaha bereh leumoh aneuk muda,positive
keyennn,positive
kha ju nye lageinyoe lagu,positive
mantap abu shik,neutral
makcek nur nyan awak pane,neutral
bereh that trs berkarya br pu betoi nyo channel official,positive
dedi ka jak let ma keuh aneuk bajeung,negative
yg kaduk bak kursi kenan su sagai raya but ka ye igob ijalan ju but dih awak dro neuh blas ancam ju,negative
snouck hana ji pupatah seumangat peujuang aceh,positive
pajan do merdeka yg na metamah dakwa,neutral
alham dulillah na droe neh t fatlon ureng aceh k mufom aceh mardaka nepetrang laju t fatlo,neutral
bereehhh hehe,positive
bangsa lg droneh becareng nedengehaba menyo gadoh meupat ureng laen ber arti ureng nya harem tiket nyan pesan,neutral
bravo abusyik ureng gasin,negative
nyo lagenyo sepbrat beutoi,neutral
nyang that meupaedah keubandum geutanyoe,positive
nyo awakah peropokasi saha hana neu pike keuh hak ureung pakir nhon aneuk yatem singueh kah tarek hana le emeuh baro han na le bagak ngon dombonh takabur,neutral
aceh na dijajah le jepang belanda jepang blnda trep tinggai aceh na jimeu aneuk aceh mungken yg jok nanggro aceh jawa nyan keuh keturunan awak jeh nyan keuh jeuat meu bendera hanjeuat peuek,negative
mualem bek kapileh jih bangai membaca lagee kameng jak lam batee,negative
anek ranjadah nyan keturunan cuek yg pebloe aceh,negative
yaaa teupeu nyo lagu apache,neutral
beoe aju petroen pbb mrnyo eo na bek peugah mantong soyg hna galak merdeka aceh cipebut aju ile bek peugah hana lumpo sabe,negative
yg menang gu bernur aceh bek jak peugah nyoe peugah jeh asai kajeut pemimpin mandum,positive
tanda kaye rayek kabeh ikoh gle tuhan dumnyan yg beutoy tanda jih kdg gajah kemubang nyan,neutral
sukses,positive
ponten,positive
si nyan pengkhianat bang,negative
ule kudo kakohtakuju,neutral
merdeka bangsa lon,neutral
insya allah saboh wate aceh merdeka,neutral
kameusapat abu abu dogol dum,negative
hammboo ju bang,neutral
pungo,negative
saudara ulon beuk tadengoe keneuk pehanco kana seuteot hanabrdikeuneuk peuhanco bicah persaudaraan perjuang perjuangan,positive
aceh hana payah beungeh geupeugah le mualem na catatan sejarahnyan meubaca bek gadoh ka meen chip bak keude kupi,positive
syehky peluru awak yg lakee beude nyan ek boh mandum,neutral
ngeri,neutral
puhaba komandan kbn kapanen boh drien tangse,neutral
masha allah,neutral
kop trep ka ku preh offiicial clip apache kop bereh kirajue,positive
allah bangsa aceh lon sayang,positive
maju deungon peundudok jih nyang rame,positive
jroh uleh bansa nyang laen,positive
bek panik bereh nyan saleum norwegia,positive
nyang meuceuhu ngon carong teumimbak panah,neutral
hai rakan so mantong deungoe nyoe pagu thon jak ta mausapat peugot grup wa payah peugah nyoe lagu,neutral
gron saleum aneuk nanggroe,positive
adak sijuta droe pih golput aceh mualem,neutral
cutbul marga sihombing,neutral
bekk neupikee ka damai thon ka menang aceh kameubalek thon damai nyo keuh bangsa aceh ka dipeuramahh pajoh ekk garuda pancagila seunangseunang nyangkeuh elitelit mantan gam nyeng kajeut pengkhianat jino,neutral
kareuna hubongan get keurajaan cina deungon keurajaan samudera pase,positive
beutoi nyan geuchiek,neutral
pu pgh bendera sabe ile et tingkat minyeuk ka aktif barcode nyn k meumada hy lempap jdi peu nonaktif barcode disaat ijak jawa wte pon sgai tmn kon ka neu meuphom hai nyan,neutral
kei yg agam male kudeungoe geut that geupap,negative
abai awak pemerintah netral bek bela yg salah ureung pemerintah,neutral
hai bik belanda bek kah mita firal kapeupake ureung ayah kaasoe shurga bek kapeugah makeuh kasembahyang bek brok zan keuh keugob,negative
menye cok aceh merdeka bek roh lei ngon peghianat dn bek lei gaboog ngoen peghianat brmenye negabog ngon peghianat han merdeka brallah ka gepedeuh peghianat bek lei negabog,negative
maseng seitet gure dro bek peisalah gob bek bacut sesat,neutral
mamtap adeun,neutral
ulama lawetnyoe hana saban lgei ulama awai ka tuwe perjuangan indatu,neutral
karap thon damee me saboh kawasan hna maju indstri aceh gerbang selat malaka tpi hn ek jiolah pelabuhan kargo transit internasional orasi perjuangan rakyat aceh sabee,positive
ulama aceh jino leubeh yo keu pemerintah keu allah,negative
sabe peugah aceh maju muka teubai gam puko,negative
yg gabuk cit rakyat miskin leh nyan mita pen sogok,neutral
angeta al qasam na katuri,neutral
loen jeut keu perjuangan loem pajan teuma nyoe ka loen,neutral
maksud tgk nyoe hrs berteriak koruptor hrs dihukum mati nyan baroe kupateh oh nan ilei yg laen laen lom,neutral
peu pegah sigam nype,neutral
kop meusanuet aju,positive
yg na careng chit peugh haba sagai menyo betoi ci peunyata ju bak bangsa aceh,neutral
sipai paleh dipoh bangsa aceh,negative
oe bereh tat hna broen wate tadengoe,positive
sukses mualem,positive
saleum sejahtera teungku ata ilong ikot adun,neutral
irwandi nya manusia plin plan niet abeih peung rakyat keujieh watei nyan tanyoe peung pribadi habeuh bak ta pui ek jieh dasar manusia penjilat wajar jieh drop menye nyoe sikap jieh,negative
ek mansaboh punggong,negative
jaga marwah aceh ban singong donyoe,positive
mantong lee aceh ulama yg hana geupedeuh dro,neutral
kiban aneuk muda aceh nyan produktif,neutral
mantap d,positive
han ek ta dengo haba abg nyan,negative
kapeugah haba lage ken ureung islam kah,neutral
dikem ureung ban sigom donya,neutral
gara gara awak gam ayah lon icok le awak tentara nohat tan mupat kubu padahai yah lon kon gam,neutral
ekboh,negative
meprang bikin susah mangat damai wali,neutral
berrh,positive
meuka ji pajoeh santet si pa i paney jeud deungoe lom,neutral
betoi abu,neutral
sepakat bang mail berkaitan pakat ngen kamoe merasakan mengajak ngen nya meunan sipu teuk ureung dum padum ka bayeu beda ibukota sukses wakil bupati,neutral
menye perle ta meuprang brquotkamoe ka hek wali hek ta mita breuh sasaran kamoe kawom jelata yg sengsara kamoe rakyat,neutral
pue peugot gamba jamen hana kupateh,neutral
prak haba ngoen,negative
abu besehat sabea,neutral
beutoi lage abu stik peugah,neutral
sigam sulet ek mandum hidup om bus,negative
lanjot ju tgk fatlon,neutral
assalamualaikum tengku nebi nomor tengku padlon,neutral
sou natem blou beude,negative
inau hat trep ka nanggroe bak jarau ureung aceh pue yg ka hase hn syariat islam ka bi hana sau piki kepue tapesalah gob droe hanten tainspetrodiri,neutral
aceh leu that penghianat,negative
hahahah betoi,neutral
kepu jak mita jam tayang man bak peek gob sep yg soe tupe manteng bek jet bahan yg hana haan,neutral
ngon masyarakat neupeutoe hai tgk meunyo sayang neuh keu aceh,neutral
ka seutres presiden bu tuha,negative
aceh lagu yg bangai bagah maju,negative
tentara gam bersatu hapus barcod aceh,neutral
jameun ulama han geutung peng pemerintah yg melaok ngen but hareum ulama jino mandum geusampoh peumale aulia bangsa,neutral
ka yuejak oek ma mandum kedeh abu syik awak pa nyan musoeh tanyoe awak jib darah bgsa aceh,negative
si pai ie boh ase,negative
bereh bereh mak ee,positive
aulia ken allah yg teupue hna payah tajak peugah aulia le geutanyoe,neutral
mangat seunang udeb jih teuma,positive
nyan kakupateh apache,positive
nyo baro aneuk muda aceh hana modem ciplak bro sukses,positive
ipeukee suku gayo manteng yg na aceh bangai lam puko kon,negative
puekapegah malek marmut ekboh keh,negative
nyo prang pat senjata ma keuh na kakeubah,negative
bek kabi awak ronghiya nyan le ipoh bangasa tanyoe inoe malasyia,neutral
om om hahaha guepiyoh bak,neutral
turi beu abeh bek awai that peu viral bak media,neutral
yg thuelebeh got bek tapileh,neutral
lagaklagak,positive
,neutral
rakyat meukhanduri pajoh siri galak ngon hawa teuh,positive
nyan meuikot deungon keumajuan jameun ngon meusyarakat,positive
bree that,positive
bereh adun,positive
bereh lagu aneuk abdya saleem loen tuan blangpidie abdya semoga sukses apache,positive
bereh bereh apache yg bek kopi lagu gop,positive
kayue meu prang droe laju abeuh ureung hana salah jeut keu korban,neutral
kop brat bereh,positive
mantap apache salam abdya kunjung channel lon tuan subscreb,positive
jak ju dren ile,neutral
hamdan mangat that jipajoh bu,positive
meutugom bangai urg aceh sikula tan beut pih han kageuyak peu aulia urgbrkakeuh ike singeh kunak pakek baje beukah bah peu aulia le bangsa aceh,negative
ban krek jeut keuh bahasa moderen ka sok hayeu kah aneuk asee nyan meunyoe hana ulama soe peunikah ma keuh ngen yah keuh beurarti kah kah aneuk bajeung et that pikiran kah manteng hai gam bangai,neutral
meugaseh sayang sabee kanda,positive
bandum partai acheh ramjadah brgoeh merdeka partai dum lahe,negative
alahom,neutral
si ras taufikkk brat ipoh,neutral
beugeutem bri teuneugah deungon jroh,positive
gebenur slh pajoh ungkotplok gayo hanjet bhs aceh,negative
yan betoi hai bangsa lagee pegah abu cik,neutral
semoga mantong pree aceh amin,neutral
yan berehthat tik lampaya kedeh aceh medaulat,neutral
ha ha ha pileh lom ciret lom,negative
lambong geukalon panglima nyang cukop that ceudah,positive
free achenes,neutral
bbek pegahh haba btmakna pecah belah,positive
maju that lam bideueng peurdagangan,positive
ho ka bergek ci collab sigoe v,neutral
si gam nyan abu syik iboh hana jlas iboh yahudi nyan,negative
nyo got kalinyo perjuangan yg meulaboe ngoen luhoep baroekon ka gleeh keulai,positive
tulong undang nek kandang,neutral
hai bheek gabhuek ombus kageuwoe ue jawa geue eek bus moghok,negative
inong aceh cukop that raja,positive
mantapppp,positive
iya jih si rimba pase hantom keneng pdl tni paska konflik aleh nyan pih kurasa jih lamit jawa tujuan jih mangat itamong lam rum awak nyo leh imita info awak nyo yg kemeng pemerdeka aceh,neutral
ulama aceh geupeuseulamat iman bansa aceh nyan tugas utama beuna meufom hai aneuk bansa lon,neutral
lage ie tangen lagu lagoe mumang teuh tadeunge,negative
hai ktulat,neutral
misee teubai otak lipeh,negative
aneuk nanggroe lon hai,neutral
abu tumin yg poh ureng aceh urung aceh,neutral
bereh that wabub,positive
hajeu karya awakkah hai iqbal,positive
meukad ubatloem aju beh,neutral
apache cit bereh saleum dr aneuk aceh barat,positive
hana pateh,neutral
semoga tercapai taputroen aju,neutral
pu ji pegah ka salah jep ubat nyan,neutral
sang mangat lagu nyoe,positive
awak abu lahab abu jahal hana setuju na wali agama aceh ilme awak droe mantong lage ek kuke golom paham lom jieh tamong mptti,neutral
limong thon goh lom tente pike thon,neutral
menye tapike yg jujur menyehana stunami ken aceh yg hantem damentapi indonesia yg hantem dame menyetae gam yg talo sidangksn ri hanmungken jak dame indonesia kaleh tawar otonomo gam handitoue stunami yg berdame karna te,positive
kah taprang hy harajadah preh mate keuh singoh taggong jaweup rayek that ka ipreh lam kubu keu kah ka purugo nyawong gop be na jai iaceh rojehh,neutral
gadoh mebake lamtong ek jawa yan,negative
ek kapeugah,negative
hidup syehky bajeungbrnejak pap ma neuh aju,negative
lam sago anek muda jino pulom aceh ka bak lale ngen peh bate broeh oeh jak hai rakan tajak peubedeh budaya aceh le ka kadeh sare beu sare ta bangun aceh peusapat mufakat bah na bereukat bek laloe le hay anuek muda jino tajak sig,neutral
alhamdulillah ya allah,neutral
hana bosan tan denge bereh that lagu video abeh lawak menyoe jeut neu pegot arti bah awak yg hanjeut basa aceh jeut meuphom bah jeut go nasional internasional brsalam langsa,positive
nyan kieh nyoe si gam pukoe aceh,negative
ekpuko awak nkri harga mati peugah haba bangai,negative
aleuh droe peumeunyerah hana jelah aju meulop keu lubang ka kalen palestine na talo wilayah manteng mat keu droe dih alhamdulillah,neutral
alahom jinoe ta mariet lom ngen bang donhc,neutral
kop mantap neu hambo ju,neutral
betoi sitkah fatlun aneuk asee ekee han kue pateh,negative
syekhi cok takom kedeh,neutral
pinto weu lumo ka lheuh kapeuhah brmata uroe ka rab ateuh ulee brbeex sampoe deuk lumo,neutral
hsi khalis kapgah bk si amelia myo jih cinta kah ci kyu jk yu jk u aceh jtem,neutral
kayak pap ma keuh malek mahmud bui,negative
mamtap nyan kana wali agama,positive
bereh lagu apache,positive
kabeh pungo dum urg yg bak konser,negative
keren apache yg laen copy mandum lanjutkan kariamu kawanbra hrefhttpwww youtube comresultssearchquerybekpanikbekpanika,neutral
bereh yan pileih beuawailom,neutral
awak mntan hnya mualem yg tem dideugoe abeh su neu oek,negative
cut bul babah cukop kuto sabe teumeunak semeuseuep hana akhlaq cabut nan cut peuhanco marwah nan pocut,neutral
peugah ju haba lagei galak brbak peugah kon nyoe yg muprang kon kroco yg raya suepah duek meupangkat bak warong jeb kupi ngon panglima,neutral
sejarah jak tanyong bak cut putri menan mecawo,neutral
sejarah berulang aceh makmu jaya lage iskandar muda tameudoa beu nye,neutral
ka trip k prehhhhhhh,neutral
bek meubala panca silot,neutral
alhamdulillah garaquot mnteng na dayah agama islam mnteng berkembang berlanjut,positive
aceh bek pgah maju nyo mntong gabung ngon jawa,negative
yg pileh mualem kon kpa rayat yg pileh,neutral
beuuuukah got brapache bek lge beurgek gdoh kopi lgu gopbrslmat berjuang kawan,positive
meunyoe na kandidat calon cagub pancuri ngon perampok soe yg neupileeh ureung droe nueh,negative
nyoe kon ngon tiktok ta mu pakat kiban cit yg leubeh mudah slruh aceh beu sadar,neutral
ma keuh ka peugah baroe tusuet lam bret ma keuh,negative
kabetoi bang neuh cabot sultan neuh jok surat bulut manteng,neutral
kapasoe lam umpang si mansur aneuk bajeung nyan,negative
awak nyan teungoh jimeureunoe keu ujian minggu nyoe,positive
klarifikasi gop capeik nyan itume jak kampanyecit alah hai taeun sumpom,neutral
beutoi bang tanyoe sabee sabee dipasoe lam sitoeken bulut,neutral
carong,positive
setia bak peutheun nanggroe bak angkara murka peunjajah blanda,positive
han ppuleh lee,neutral
dum peue bak kayee get that meuato geupula teunaman,positive
yg original beda kon mangat bak ta deungo troh u prut leupi brmantab that lagu nyo bg,positive
